,sgd_lr,sgdhd_lr,sgdn_lr,sgdnhd_lr,adam_lr,adamhd_lr
0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
1,0.0001,0.0029535815119743347,0.0001,0.04248939827084541,0.0001,0.01948327012360096
2,0.0001,0.002151749562472105,0.0001,0.006560921669006348,0.0001,0.006493730936199427
3,0.0001,-0.0008445659186691046,0.0001,0.004162569995969534,0.0001,0.008199434727430344
4,0.0001,0.0026148217730224133,0.0001,0.00214218208566308,0.0001,0.011230474337935448
5,0.0001,0.0003260839730501175,0.0001,0.005251799710094929,0.0001,0.00410896260291338
6,0.0001,0.0029619415290653706,0.0001,2.8693117201328278e-05,0.0001,0.005084693897515535
7,0.0001,-0.00021737755741924047,0.0001,0.00432574562728405,0.0001,0.0070099253207445145
8,0.0001,0.000548556970898062,0.0001,0.003359295893460512,0.0001,0.005956324748694897
9,0.0001,0.0038344296626746655,0.0001,0.003553948597982526,0.0001,0.001880040392279625
10,0.0001,-0.0002757988986559212,0.0001,0.04166725277900696,0.0001,0.006188693456351757
11,0.0001,0.005744161084294319,0.0001,0.0032014017924666405,0.0001,0.009572838433086872
12,0.0001,0.0005637260619550943,0.0001,0.0016533881425857544,0.0001,0.009792349301278591
13,0.0001,0.0017141152638942003,0.0001,-0.002114546252414584,0.0001,0.03655906766653061
14,0.0001,0.0013960800133645535,0.0001,-0.004315138794481754,0.0001,0.010921121574938297
15,0.0001,0.0014867793070152402,0.0001,0.0027004226576536894,0.0001,0.01124788261950016
16,0.0001,0.010256435722112656,0.0001,0.0017818035557866096,0.0001,0.0037549089174717665
17,0.0001,0.002212188206613064,0.0001,0.007735646329820156,0.0001,0.01779031753540039
18,0.0001,0.0004991377936676145,0.0001,0.0025714398361742496,0.0001,0.012259936891496181
19,0.0001,0.0015616267919540405,0.0001,-0.011352960020303726,0.0001,0.014870929531753063
20,0.0001,0.002363107167184353,0.0001,0.0037592982407659292,0.0001,0.011789735406637192
21,0.0001,0.001061455113813281,0.0001,0.0015446268953382969,0.0001,0.01006881520152092
22,0.0001,0.0005591302178800106,0.0001,0.0021308190189301968,0.0001,0.01420498639345169
23,0.0001,-0.001376349595375359,0.0001,0.1653442084789276,0.0001,0.022381780669093132
24,0.0001,-0.0001207695750053972,0.0001,0.0036627715453505516,0.0001,0.007388210855424404
